tick_at,open_px,close_px,high_px,low_px,average_px,px_change,px_change_rate,turnover_volume,turnover_value,avg_px
2018-07-31 00:00:00,1221.12,1221.33,1221.66,1220.53,0,-0.24,-0.02,0,0,0
2018-07-31 04:00:00,1221.34,1218.72,1222.89,1218.19,0,-2.6099999999999,-0.21370145660877077,0,0,0
2018-07-31 08:00:00,1218.6,1220.33,1220.94,1217.77,0,1.6099999999999,0.13210581593802515,0,0,0
2018-07-31 08:00:00,1218.6,1220.33,1220.94,1217.77,0,1.6099999999999,0.13210581593802515,0,0,0
2018-07-31 12:00:00,1220.32,1224.03,1224.53,1214.07,0,3.7000000000000455,0.30319667630887104,0,0,0
2018-07-31 16:00:00,1224.05,1224.69,1228.53,1223.6,0,0.6600000000000819,0.053920247052775004,0,0,0
2018-07-31 20:00:00,1224.67,1223.99,1224.91,1223.42,0,-0.7000000000000455,-0.05715732144461418,0,0,0
2018-08-01 00:00:00,1224.01,1221.88,1224.81,1221.1,0,-2.1099999999999,-0.1723870293057868,0,0,0
2018-08-01 04:00:00,1221.83,1221.33,1222.08,1220.09,0,-0.5500000000001819,-0.045012603529003,0,0,0
2018-08-01 08:00:00,1221.35,1222.72,1224.63,1221.3,0,1.3900000000001,0.11381035428590963,0,0,0
2018-08-01 12:00:00,1222.72,1219.07,1222.72,1216.69,0,-3.650000000000091,-0.2985147867050585,0,0,0
2018-08-01 16:00:00,1219.09,1216.27,1221.93,1215.88,0,-2.7999999999999545,-0.22968328315846956,0,0,0
2018-08-01 20:00:00,1216.19,1217.86,1218.06,1215.91,0,1.5899999999999181,0.13072755227045954,0,0,0
2018-08-02 00:00:00,1217.88,1219.68,1221.15,1217.11,0,1.8200000000001637,0.1494424646511228,0,0,0
2018-08-02 04:00:00,1219.65,1217.5,1220.59,1217.19,0,-2.1800000000000637,-0.17873540600813848,0,0,0
2018-08-02 08:00:00,1217.6,1214.46,1218.41,1213.34,0,-3.0399999999999636,-0.24969199178644466,0,0,0
2018-08-02 12:00:00,1214.35,1214.01,1218.38,1213.18,0,-0.4500000000000455,-0.03705350526160149,0,0,0
2018-08-02 16:00:00,1214.06,1209.34,1214.99,1208.55,0,-4.670000000000073,-0.38467557927859514,0,0,0
2018-08-02 20:00:00,1209.14,1208.45,1209.82,1207.2,0,-0.8899999999998727,-0.0735938611143163,0,0,0
2018-08-03 00:00:00,1208.49,1207.82,1210.49,1206.62,0,-0.6300000000001091,-0.05213289751335257,0,0,0
2018-08-03 04:00:00,1207.78,1204.86,1208.26,1204.75,0,-2.9600000000000364,-0.2450696295805697,0,0,0
2018-08-03 08:00:00,1204.66,1211.82,1212.91,1204.66,0,6.960000000000036,0.5776604750759455,0,0,0
2018-08-03 12:00:00,1211.91,1217.78,1220.01,1210.38,0,5.960000000000036,0.49182221782113156,0,0,0
2018-08-03 16:00:00,1217.79,1213.59,1218.3,1213.26,0,-4.190000000000055,-0.34406871520307897,0,0,0
2018-08-03 20:00:00,1213.62,1213.58,1214.02,1213.3,0,-0.009999999999990905,-0.0008240015161620404,0,0,0
2018-08-05 20:00:00,1213.58,1214.93,1215.19,1213.51,0,1.3500000000001364,0.11124112131051406,0,0,0
2018-08-06 00:00:00,1214.81,1216.13,1217.94,1213.88,0,1.2000000000000455,0.09877112261612155,0,0,0
2018-08-06 04:00:00,1216.12,1212.36,1216.19,1211.37,0,-3.770000000000209,-0.3099997533158633,0,0,0
2018-08-06 08:00:00,1212.35,1208.8,1213.15,1208.47,0,-3.5599999999999454,-0.2936421524959538,0,0,0
2018-08-06 12:00:00,1208.69,1210.72,1211.65,1207.41,0,1.9200000000000728,0.15883520847121715,0,0,0
2018-08-06 16:00:00,1210.76,1207.53,1210.84,1207.42,0,-3.1900000000000546,-0.2634795823972557,0,0,0
2018-08-06 20:00:00,1207.56,1208.78,1208.89,1206.84,0,1.25,0.10351709688372131,0,0,0
2018-08-07 00:00:00,1208.7,1209.94,1210.1,1207.89,0,1.1600000000000819,0.0959645262165226,0,0,0
2018-08-07 04:00:00,1209.94,1210.63,1213.89,1209.49,0,0.6900000000000546,0.05702762120436174,0,0,0
2018-08-07 08:00:00,1210.62,1215.18,1216.21,1210.34,0,4.5499999999999545,0.3758373739292727,0,0,0
2018-08-07 12:00:00,1215.28,1212.6,1215.49,1210.74,0,-2.5800000000001546,-0.21231422505309125,0,0,0
2018-08-07 16:00:00,1212.53,1210.22,1212.69,1208.61,0,-2.3799999999998818,-0.19627247237340276,0,0,0
2018-08-07 20:00:00,1210.24,1212.51,1212.61,1210.22,0,2.2899999999999636,0.18922179438448905,0,0,0
2018-08-08 00:00:00,1212.51,1213.28,1214.16,1210.99,0,0.7699999999999818,0.06350463088964065,0,0,0
2018-08-08 04:00:00,1213.17,1214.75,1215.83,1212.47,0,1.4700000000000273,0.12115917183173111,0,0,0
2018-08-08 08:00:00,1214.69,1209.78,1214.99,1209.57,0,-4.970000000000027,-0.4091376826507534,0,0,0
2018-08-08 12:00:00,1209.77,1209.99,1212.99,1206.65,0,0.21000000000003638,0.017358527996828875,0,0,0
2018-08-08 16:00:00,1209.97,1213.56,1214.08,1209.36,0,3.5699999999999363,0.29504376069223187,0,0,0
2018-08-08 20:00:00,1213.58,1213.39,1214.11,1213.12,0,-0.16999999999984539,-0.014008372062349238,0,0,0
2018-08-09 00:00:00,1213.4,1215.01,1215.49,1212.38,0,1.6199999999998909,0.13351024814774234,0,0,0
2018-08-09 04:00:00,1214.91,1211.76,1216.33,1210.87,0,-3.25,-0.267487510390861,0,0,0
2018-08-09 08:00:00,1211.7,1214.59,1215.91,1211.09,0,2.8299999999999272,0.23354459628968832,0,0,0
2018-08-09 12:00:00,1214.6,1213.97,1217.34,1213.07,0,-0.6199999999998909,-0.05104603199432656,0,0,0
2018-08-09 16:00:00,1213.96,1212.07,1213.98,1211.42,0,-1.900000000000091,-0.1565112811684054,0,0,0
2018-08-09 20:00:00,1211.99,1212.19,1212.9,1211.48,0,0.12000000000011823,0.00990041829268262,0,0,0
2018-08-10 00:00:00,1212.12,1212.18,1213.39,1211.68,0,-0.009999999999990905,-0.000824953183906063,0,0,0
2018-08-10 04:00:00,1212.17,1208.99,1212.99,1205.82,0,-3.1900000000000546,-0.2631622366315279,0,0,0
2018-08-10 08:00:00,1209.07,1213.47,1214.11,1207.38,0,4.480000000000018,0.3705572419953861,0,0,0
2018-08-10 12:00:00,1213.5,1212.18,1217.12,1210.79,0,-1.2899999999999636,-0.10630670721154735,0,0,0
2018-08-10 16:00:00,1212.18,1211.33,1212.95,1210.58,0,-0.8500000000001364,-0.07012159910245479,0,0,0
2018-08-10 20:00:00,1211.39,1211.41,1211.91,1211.18,0,0.08000000000015461,0.0066043109639945035,0,0,0
2018-08-12 20:00:00,1211.41,1212.38,1213.92,1210.95,0,0.9700000000000273,0.08007198223557897,0,0,0
2018-08-13 00:00:00,1212.4,1207.81,1212.64,1207.39,0,-4.570000000000164,-0.37694452234449294,0,0,0
2018-08-13 04:00:00,1207.82,1204.58,1209.58,1203.83,0,-3.230000000000018,-0.2674261680231177,0,0,0
2018-08-13 08:00:00,1204.46,1198.89,1206.07,1194.88,0,-5.689999999999827,-0.4723638114529402,0,0,0
2018-08-13 12:00:00,1198.91,1196.29,1203.05,1194.91,0,-2.6000000000001364,-0.21686726889040162,0,0,0
2018-08-13 16:00:00,1196.29,1193.47,1196.29,1191.74,0,-2.8199999999999363,-0.2357287948574289,0,0,0
2018-08-13 20:00:00,1193.39,1192.9,1194.9,1192.7,0,-0.5699999999999363,-0.04775989342002198,0,0,0
2018-08-14 00:00:00,1192.87,1195.14,1196.22,1192.53,0,2.240000000000009,0.18777768463408576,0,0,0
2018-08-14 04:00:00,1195.26,1195.47,1196.14,1193.45,0,0.32999999999992724,0.02761182790300109,0,0,0
2018-08-14 08:00:00,1195.46,1195.23,1195.74,1194.03,0,-0.2400000000000091,-0.020075786092499943,0,0,0
2018-08-14 12:00:00,1195.15,1196.68,1198.7,1194.84,0,1.4500000000000455,0.12131556269504994,0,0,0
2018-08-14 16:00:00,1196.68,1194.38,1196.88,1192.21,0,-2.2999999999999545,-0.19219841561653528,0,0,0
2018-08-14 20:00:00,1194.38,1193.97,1194.74,1193.38,0,-0.41000000000008185,-0.0343274334801388,0,0,0
2018-08-15 00:00:00,1193.98,1188.12,1194.24,1188.03,0,-5.850000000000136,-0.4899620593482363,0,0,0
2018-08-15 04:00:00,1188.13,1187.99,1189.56,1186.62,0,-0.12999999999988177,-0.010941655725000991,0,0,0
2018-08-15 08:00:00,1187.89,1186.85,1188.54,1183.92,0,-1.1400000000001,-0.09596040370711033,0,0,0
2018-08-15 12:00:00,1186.85,1176.55,1187.62,1176.43,0,-10.299999999999955,-0.8678434511522057,0,0,0
2018-08-15 16:00:00,1176.62,1174.7,1179.0,1173.19,0,-1.849999999999909,-0.15723938634141424,0,0,0
2018-08-15 20:00:00,1174.8,1173.86,1176.45,1173.51,0,-0.8400000000001455,-0.07150761896655704,0,0,0
2018-08-16 00:00:00,1173.86,1172.83,1174.47,1160.3,0,-1.0299999999999727,-0.08774470550150552,0,0,0
2018-08-16 04:00:00,1172.81,1177.59,1178.71,1171.62,0,4.759999999999991,0.40585592114799174,0,0,0
2018-08-16 08:00:00,1177.59,1177.59,1177.59,1177.59,0,0.0,0.0,0,0,0
2018-08-16 12:00:00,1177.59,1179.44,1181.71,1177.59,0,1.8500000000001364,0.15710051885631982,0,0,0
2018-08-16 16:00:00,1179.46,1173.81,1179.88,1173.59,0,-5.630000000000109,-0.47734518076376153,0,0,0
2018-08-16 20:00:00,1173.68,1175.45,1175.97,1173.51,0,1.6400000000001,0.13971596766087357,0,0,0
2018-08-17 00:00:00,1175.47,1176.38,1179.34,1171.96,0,0.9300000000000637,0.07911863541622899,0,0,0
2018-08-17 04:00:00,1176.28,1176.89,1177.72,1173.56,0,0.5099999999999909,0.04335333820704117,0,0,0
2018-08-17 08:00:00,1176.9,1177.21,1179.86,1175.14,0,0.31999999999993634,0.02719030665567184,0,0,0
2018-08-17 12:00:00,1177.21,1177.21,1177.21,1177.21,0,0.0,0.0,0,0,0
2018-08-17 16:00:00,1177.21,1177.21,1177.21,1177.21,0,0.0,0.0,0,0,0
2018-08-17 20:00:00,1177.21,1177.21,1177.21,1177.21,0,0.0,0.0,0,0,0
2018-08-19 20:00:00,1177.21,1183.66,1184.05,1177.21,0,6.4500000000000455,0.547905641304444,0,0,0
2018-08-20 00:00:00,1183.55,1185.78,1186.63,1182.99,0,2.119999999999891,0.17910548637276674,0,0,0
2018-08-20 04:00:00,1185.67,1188.03,1188.58,1185.35,0,2.25,0.1897485199615443,0,0,0
2018-08-20 08:00:00,1188.03,1186.45,1189.83,1186.02,0,-1.5799999999999272,-0.13299327458060212,0,0,0
2018-08-20 12:00:00,1186.44,1186.7,1188.57,1184.83,0,0.25,0.021071263011504908,0,0,0
2018-08-20 16:00:00,1186.69,1190.19,1190.9,1186.69,0,3.490000000000009,0.2940928625600412,0,0,0
2018-08-20 20:00:00,1190.31,1191.26,1191.38,1189.56,0,1.0699999999999363,0.08990161234760302,0,0,0
2018-08-21 00:00:00,1191.26,1194.19,1194.74,1191.18,0,2.9300000000000637,0.24595806121250302,0,0,0
2018-08-21 04:00:00,1194.08,1194.05,1196.44,1193.72,0,-0.14000000000010004,-0.011723427595282162,0,0,0
2018-08-21 08:00:00,1194.05,1192.67,1195.92,1192.17,0,-1.3799999999998818,-0.11557304970477635,0,0,0
